,idx,class,conversation
679,679,직장 내 괴롭힘 대화,"내일 회의가 있다는 건 알죠?
네! 저는 회의에 갈 준비가 되었어요.
내일은 옷차림을 잘 하세요.
네. 단정하게 차려입어도 괜찮을까요?
단정한 것보다 조금 더 도발적으로 차려입는 건 어떨까요?
네? 하지만 중요한 회의예요.
그래서 제가 하라고 하는 거예요. 아무것도 할 수 없다면 몸으로 해야 하지 않나요?
내일은 임원으로 거기에 있을 거라는 걸 알아요.
그러니까 제가 말하고 실현시키는 사람이지만, 이 관리자가 가서 주목을 받고 주목을 받으면 더 쉽지 않을까요? 제가 유능한 남자 직원이 아니라 관리자라는 걸 모르세요?

좀 불공평하다고 생각해요. 제가 실현시킬 수 있다는 자신감이 있고, 준비도 되어 있어요.
왜 제 말을 알아들을 수 없나요? 내일 회의를 놓치고 싶으신가요? 예의 바르게 행동하세요."
680,680,협박 대화,"아가씨, 따뜻한 아메리카노 주세요.
다시 주문해 볼게요. 따뜻한 아메리카노인가요?
몇 번이나 말해야 알아들을 수 있나요? 따뜻한 것, 뜨거운 것 주세요.
선생님, 아메리카노 있어요. 빨대를 꽂아 볼게요.
꿀꺽. 야!!! 차가운 것을 주문한 걸 몰랐어요? 야, 차가운 거예요?
아, 선생님. 얼굴에 부으면 어떡해요? 두 번 확인했는데 따뜻한 것을 주문하셨네요. 사과 안 하면 업무 방해로 신고할게요.
신고하세요! 거짓말이에요. 따뜻한 것이 아니라 차가운 것을 주문했어요? 왜 차갑다고 생각해서 얼굴이 부은 거예요? 그게 그렇게 잘못된 거예요?
빨리 사과하세요. 사과해도 신고할게요. 병원비 다 드릴게요.
착각이에요. 이 카페에 우리 둘만 있는 걸 몰랐어요? 얼굴은 처음부터 시작하지만, 그들이 여기서도 당신의 장기를 가져갈 수 있다는 걸 알고 있나요?
왜 이렇게 행동하세요? 제가 틀렸어요. 빨리 차가운 걸 만들어드릴게요. 제가 당신의 명령을 오해한 것 같아요."
681,681,갈취 대화,"수진아, 나 사기 당했어. 4만원만 빌려줄래?
응? 괜찮아? 미안해. 그렇게 줄 돈이 없어.
조금만 빌려줘. 사기 당했어. 지금 집세 내야 해.
미안해. 나도 정말 돈 없어.
정말 미안해. 사기 당했어.
이거 나한테 정말 힘들어.
미안해. 정말 돈 없어.
야. 내 친구가 사기 당해서 너보다 더 많은 돈을 잃었어.
돈 빌려주고 싶은데 정말 돈이 없어.
아르바이트 구하면 갚을게. 그때까지는 버틸 돈이 없으니 돈 좀 빌려줘.
알았어."
682,682,직장 내 괴롭힘 대화,"이 씨, 잠깐 내 책상으로 와요
네, 팀장
깨어 계세요?
죄송합니다. 제가 뭔가 잘못한 건가요?
오늘까지 사업 파트너 목록을 내놓으라고 하지 않으셨나요?
그게 다입니다.
듣고 있으니 말씀해 주세요
저도 재고를 하고 있어서 시간이 부족해요
그럼 미리 말씀해 주세요! 왜 여기서 시간이 부족하신 거예요?
죄송합니다! 점심 전에 최대한 빨리 전달해 드리겠습니다."
683,683,직장 내 괴롭힘 대화,"김매니저, 뭐야? 몸살로 인한 조퇴?? 
네, 어제부터 고열이 나서 죄송합니다. 
그럼 오늘 조퇴하고 내일 휴가를 쓸 수 있나요? 
네, 죄송합니다. 
죄송하다는 건 휴가를 쓸 수 없다는 뜻이니까 알겠습니다. 
네?? 병가로 쓰는 합법적인 휴가입니다. 
야, 몸살로 인한 휴가가 뭐야? 옛날엔 그냥 병을 참고 약 안 먹고 회사에서 일해서 돈 벌었잖아! 
김매니저 요즘 젊은이하고는 달리 약해 보이네, 매니저. 
아, 그래서 요즘 젊은이는 인내심이 없는 거구나. 아무리 인내심이 있어도 휴가 안 줄 것 같아. 
네, 알겠습니다."
684,684,협박 대화,"헤어지자
어떻게 그럴 수 있을까
그게 ​​내가 참아온 거야
우리는 죽을 때까지 함께 하기로 했어
그건 네가 사랑에 빠졌을 때만 되는 거야
아니, 나는 여전히 너를 사랑해 헤어질 수 없어
하지만 헤어진다면, 우리는 그것을 어떻게 정리해야 할지 알아야 해
아니, 우리는 항상 함께여야 해
그럴 수 없어

헤어진다면, 함께 죽자 널 죽이고 나도 죽을 거야
뭐라고 그러는 거야, 제발 그러지 마"
685,685,갈취 대화,"영현아, 3만원만 빌려줄래?
네? 또?
또. 실례야. 동료로서 너한테 돈 빌린 게 한두 번이 아니야. 그리고 아직 갚지 않았잖아.
아, 다음 달에 꼭 갚을게. 이거 한 번만 빌려줘.
미안, 이번 달에도 돈이 없어.
방금 돈이 다 ​​지갑에 들어 있는 걸 봤어.
아니. 다른 데 써야 해. 영현아, 이 무리에서 제외되고 싶어? 아니면 내 말 들어.
하. 알았어. 다음 달에 꼭 갚아."
686,686,기타 괴롭힘 대화,"아, 당신은 000입니다. 올해 대학에 들어갔군요.
네, 하하.
어디에 들어갔어요?
물론이죠.
할머니가 그렇게 자랑하셔서 어느 좋은 대학에 들어갔을까 궁금했어요. SKY에 들어갔을 줄 알았어요. 정말 대단했어요.
하하.
학비가 비싸지 않나요? 사립 대학이라 학비가 비쌀 거예요. 더 열심히 공부해서 서울대에 들어갔어야죠.
네.
어쨌든 열심히 공부하세요. 거기서 열심히 공부하면 괜찮을 거예요.
네, 들어가세요."
687,687,직장 내 괴롭힘 대화,"오늘 하려고 했던 일이 어떻게 된 거야?
아직 안 했어. 미안해.

미안해.
내일 할게.

뭐, 농담이야?
왜 그런 말을 해?

알았어, 나한테 맡겨. 뭐하는지 모르겠어.

바로 할게.
알았어, 왜 널 믿고 나한테 맡겼지?
미안해."
688,688,갈취 대화,"와, 좋은 전화기가 있네. 하루만 빌릴 수 있어?
아니요. 지난주에 아빠가 사줬어.
알아야 하나요?
그래도. 부모님이 체크하고 있어.
넌 꼬마야? 내가 네 전화기를 체크하라고? 그냥 SIM 카드 바꿔.
왜 내 전화기를 빌려줘야 해?
이 꼬마가 너무 시끄러워? 바쁠 거야. 빨리 돌려줘.
아니요.
내가 분명히 말했잖아. 내가 가져갈게. 깨끗이 닦고 돌려줄게.
아, 알겠어. 그럼 가능한 한 빨리 돌려줘."
689,689,직장 내 괴롭힘 대화,"민수야, 내일 계획 있어?
아니, 아니.
정말? 좋아. 그럼 내일 오후에 내가 널 위해 준비한 목록을 사줘.
허? 무슨 소리야?
아니. 내일 사야 할 게 너무 많은데 바빠서 막내가 할 일이 별로 없어. 물어볼게.
허? 하지만 근무 시간에 개인적인 일은 허락되지 않을 것 같아.
뭐라고? 물어볼게? 널 위해 시간을 낼게. 커피 한 잔 하고, 심부름이나 하고.
하지만 그게 옳지 않다고 생각해.
뭐라고? 직장에서 해고당하고 싶어? 농담이야?
너무 불공평해."
690,690,기타 괴롭힘 대화,"저 녀석이 먹는 걸 봐. 역겹잖아.
가버리고 싶어?
더러운 음식 먹는 걸 좋아해. 그래서 돼지야.
그만해.
내가 틀렸어? 너 친구 없잖아.
알았어, 그냥 주의를 돌려.
내가 웃기다고 생각해? 외톨이라면 망했어.
알았어.
공부도 못하고 못생겼어.
그냥 내버려둬."
691,691,기타 괴롭힘 대화,"야, 사병아, 마스크 제대로 쓰라고 했잖아.
미안해! 제대로 쓸게!!
허?? 사병은 2채널 음성이어야지. 소리가 크잖아.
알겠어. 수정해 줄게.
사병아, 목소리가 작아. 그러면 안 돼. 누구랑 블라인드 데이트를 해?
상병이야!
오랜만에 상병한테 간식을 줘야지. 너 때문에.
제발, 그냥.
그럼 제대로 해.
미안해."
692,692,갈취 대화,"야, 착하게 행동해.
누구야?
몰라, 그냥 입 다물고 돈 얼마나 있는지 말해.
돈 없어. 그 학교 가야 돼.
강남중학교? 그 곳 알아?
이수근?
친구야, 만지면 죽는다. 네 이름 봤어.
알았어.
주머니 뒤져서 찾으면 죽일 테니까 다 내놔.
알았어."
693,693,갈취 대화,"야, 언니

허?
내가 말하면 들어. 왜 또 물어? 돈 있으면 줘.
허? 돈 없어. 집에 가야 돼.
도대체 누구 말하는 거야?
정말 돈 없어.
야, 지갑 줘.
아니. 지갑에 돈 없어.
내 가방을 뒤져서 꺼내면 진짜 때려줄 거야.
내 가방에도 없어. 진짜."
694,694,협박 대화,"하지만 알잖아. 왜 나한테 이러는 거야?
뭐야?

날 무시하는 건 너뿐이야! 나야! 내가 쉬운 놈이야?

뭐야? 이해시켜 줘.

넌 오랫동안 오판받아 왔어. 내가 원하면 아무 문제 없이 죽일 수 있어.
왜 갑자기 이러는 거야??
견딜 수 있는 한계가 있어. 경고했잖아. 죽고 싶지 않다면 더 잘해.
난 널 무시한 적이 없어.
계속 날 피하잖아. 불운한 놈. 밤에는 거리에서 조심해.
왜 이러는 거야?"
695,695,협박 대화,"야, 그렇게 나가면 다리 부러뜨릴 거라고 했잖아, 그렇지?

사실, 나는 회사에서만 일했어. 아무 일도 없었어.
어떻게 믿을 수 있어? 처음부터 나한테 귀찮게 하지 말라고 했잖아. 지난번에 전과가 있었으니까.
그 팀장과 회식만 했는데, 시장에서 마주쳤어.
입 다물고 있으면서도, 말할 때마다 사람들을 화나게 하잖아.
미안해, 계속 때리지 마. 내가 이렇게 하면 회사에 못 갈 거야.
얼굴 때문에 날 속이려고 그러는 거야? 그래서 때리는 거야.
밖에 있는 애들도 들을 거야. 그러지 말고 내 말 들어.
아니, 애들한테 네가 더러운 짓을 했다는 걸 알려야 해. 숨기고 싶어?
그게 아니야. 애들이 보면 교육에 안 좋아. 때리지 마."
696,696,갈취 대화,"자기야, 클럽 갈 돈 좀 줄 수 있어?
저번에 줬잖아, 오빠. 이제 아르바이트 안 하면 안 돼, 오빠?
내가 실업자라서 무시하는 거야?
아니, 그게 아니야. 그리고 오빠, 클럽 가는 거 싫어.
다른 여자 만났다고? 그냥 춤췄을 뿐이야.
그렇게 가고 싶으면 그냥 사.
하. 은지. 지금 많이 참는 거 알지?
또 때릴 거야?
은지가 듣기만 하면 때리지 않을 거야? 알았지?
알았어, 오빠. 정말 이번이 마지막이야.
뭐? 너무 적잖아. 그냥 10만 원만 더 줘. 내가 웃기다고 생각해?
. 알았어."
697,697,갈취 대화,"와 진짜 멋지다. 18까지만 올라가네.
완전 멋지다. 24야.
부럽다. 내가 그런 능력이 있었으면 바꿀 거야.
진짜? 주면 너처럼 24로 만들어줄게?
허?아니, 괜찮아. 아빠가 응원해주고 싶어서 이걸로 만족해.
좋은 거 주라고 해도 엉망진창이야.
아니, 정말 괜찮아. 그냥 네 마음을 받아들일게.
야, 내가 부탁하면 고맙다고 하고 줘야지. 뭐해? 빨리 말해.
아니, 괜찮아. 괜찮다고 했잖아.
아, 농담이야? 야, 바꾸면 없애버릴게. 빨리 가져다 줄 수 있어?
아니. 아빠가 준 선물이야.
아빠, 좋은 말 하면 말해줘."
698,698,기타 괴롭힘 대화,"미혜야 선생님이 가져왔어
너 혼자 가. 왜 나한테 오라고 했어?
알았어, 같이 들자. 선생님이 우리 둘이 같이 들자고 했어.
너 같은 외톨이로 책상을 들어올리면 애들이 날 어떻게 생각할까? 싫어
미혜, 그러지 말고 잠깐 도와줘
야, 목욕했어? 왜 목이 이렇게 더러워?
이거 아토피야. 아무리 목욕해도 안 돼. 피부가 벗겨져서 그래.
야, 너무 더러워. 아토피는 씻지 않아서 생기는 거 아니야? 씻고 가
아토피는 체질이야
야, 집이 더러운 잡동사니 가게라서 세균이 많아서 생기는 거 아니야? 하하
너무 심하지 않아?
이거 봐. 외톨이를 어떻게 봐야 할지 모르겠어?"
699,699,갈취 대화,"야, 너 여기 와.
나?
야, 멍청아. 왜 그렇게 걸어? 진흙을 그렇게 튀겨야 해? 내 옷이 더러워진 건 너 때문이야.
아. 미안해.
그게 다야? 세탁비는 내가 내야 하지 않아?
얼마야? 3만원이면 괜찮을까?
3만원? 아, 말도 안 돼. 야, 이건 사치야. 싸구려 세탁소에 가져갈 생각은 없어. 그냥 10만원만 줘.
난 그런 돈 없어.
난 그런 돈 없어? 한 번 맞으면 그런 돈 벌 거야. 빨리 돈 가져와.
여기 있어."
700,700,협박 대화,"도저히 못 참겠어. 죽어야 돼.
형님, 제발 제 목숨을 구해 주세요!
형님, 저는 너무 많이 알아요.
저는 제 비밀을 절대 밝히지 않을 거예요.
제가 죽을 때 절대 밝히지 않을 거예요.
형님, 몇 년째 같은 냄비에서 먹고 계셨어요?
저는 사람을 믿지 못해요.
형님, 제발 제 목숨을 구해 주세요. 형님, 제발!
마지막 말씀이 있으신가요?
형님!"
701,701,갈취 대화,"민수한테 가서 만 원이나 빌려.
민수는 아마 돈 없을 거야.
그럼 돈 있는 사람은?
아마 병수일 거야.
그럼 병수한테 돈 좀 빌려.
난 그러고 싶지 않아.
돈 안 빌리면 나한테 돈 줘.
난 돈 없어.
그럼 돈 빌리든 때리든.
진짜, 난 못 해."
702,702,기타 괴롭힘 대화,"안녕?
자기야, 나 못 봤어? 오늘 전화 안 해서 지루했어.
누구야?
자기야, 날 알면서 왜 이러는 거야?
너 누군지 모르겠어.
안녕?
자기야, 나 못 봤어? 오늘 왜 전화 안 해?
며칠째 이 시간에 전화하잖아. 누구야?
날 화나게 할 거야? 내가 널 사랑하는 거 알잖아.
다시 전화하지 마."
703,703,기타 괴롭힘 대화,"야, 기절 게임 하는 거야?
뭐야?
호기심이 있어? 이리 와. 내가 말해 줄게. 이렇게 목을 조르면 기절할 거야.
T. 그만해. 그러지 마.
좀 더 해 보자. 호기심이 있어? 정말 기절할 거야?
S. 날 구해.
멈추고 싶으면 기절해. 꼬맹아. 그냥 붙잡아."
704,704,기타 괴롭힘 대화,"집에 돈이 없어?
아니, 아니?
우리는 집세를 내니까 돈이 없어.
그렇지 않아?!
우리는 모든 걸 냈으니까 거지야.
아니!
우리는 돈이 없어서 항상 초라한 옷을 입어.
아니!
얘들아, 이 애는 거지야. 놀지 마!
아니!"
705,705,협박 대화,"야, 내가 네 배를 갈라서 장기를 다 꺼내기 전에 메모를 써
미안하지만 마감일까지는 준비할게. 조금만 더 시간을 줘.
6개월이나 미루고 있었으니까, 조금만?? 그냥 버리고 쓸래?
정말 미안해. 최대한 빨리 준비할게.
헛소리 그만하고 메모 빨리 써. 안 그러면 네 여자친구 장기 다 꺼내서 피를 써서 메모 써.
제발, 내 여자친구 건드리지 마. 부탁해.
제발?? 말만 하지 말고 행동으로 보여줘. 메모 빨리 써.
알았어, 쓸게.
알았어, 더 일찍 써야지, 알았지? 메모 쓰고 도망가면 내가 네 여자친구 찾아가서 배를 갈라서 꺼낼 테니까 도망가지 마.
알았어, 알겠어."
706,706,직장 내 괴롭힘 대화,"지현아, 나한테 소개팅 시켜줘.
허? 주변에 아는 사람이 없어.
아, 내가 사장이라서 불편한 거야? 아니면 나이가 너무 많아서 지현이 나이 어린 남자가 일 못 하는 거야?
아니, 그게 아니야. 괜찮은 사람이 없어.
지현이는 주말마다 남자친구 만나느라 바빠. 너무하잖아. 이기적이야.
허? 매주 만날 수는 없잖아, 매니저.
연애만 하고 남 신경 안 써. 지현이가 직장에 친구가 없는 건 알겠어.
허? 회사는 출근하는 곳이니까 내가 왜 친구를 사귀어야 하지?
대답해? 지현이 회사 소문이 얼마나 심한지 알아? 계속 이러면 좋은 평가를 못 줄 거야. 알겠어?
알겠어, 찾아볼게요."
707,707,갈취 대화,"네가 가진 모든 걸 다 줘
왜 이러는 거야?
왜 내게 주지 않아?
은행 강도!
닥쳐! 경찰이 오면 너는 인질이야
아니, 날 구해
돈을 다 가방에 넣어
하, 내가 할게
더 빨리 움직여
너는 망했어"
708,708,갈취 대화,"빨리 담배 사주지 않으면 삽으로 머리를 박살낼 거야.
카드 안 줬어?
돈도 줘야 해? 지금 내 머리를 때릴 거야?
하지만 정말 돈이 없어.
아니, 군 생활을 망치고 싶어?
미안해.
너무 답답해. 내가 직접 돈을 찾아서 사줄게.
최선을 다할게.
너무 느리잖아. 다들 내 아래로 모여.
응."
709,709,협박 대화,"약속했어. 마감일을 놓치면 손 날려버릴 거야.
아니요, 선생님. 급한 일이 있어서요.
세상에 서두르지 않는 사람이 어디 있겠어요? 어느 길로 가시겠어요?
선생님, 하루만 더. 하루만 더.
지난번에 일주일 주지 않았나요? 계속 미루시네요.
이번에는 정말 자신 있어요. 오늘 한 번만 더 기회를 주세요.
손이 정말 떨려요. 알겠어요. 하지만 다음에는 이렇게 떨 시간을 주지 않겠습니다.
정말 고맙습니다, 선생님.
그 사이에 사라지면 찾아가서 장기를 다 꺼내드릴게요.
네. 꼭 기억할게요."
710,710,직장 내 괴롭힘 대화,"김 선생님, 오늘 밤 뭐 하세요?
계획 없어요, 국장님.
정말요? 알겠습니다. 그럼 김 선생님은 남아서 일하면 됩니다.
허? 뭐야?
별거 아니지만, 훈련을 받아야 하니까 도와주세요.
허? 어떻게 해야 하나요?
온라인이니까 괜찮아요. 물어볼게요, 김 선생님.
아. 죄송해요, 국장님. 좀 이상해요.
김 선생님, 괜찮을 것 같아요. 이렇게 하세요.
아. 하지만 이건 이상해요. 미안해요."
711,711,기타 괴롭힘 대화,"실례합니다. 쿠팡이츠에서 주문했는데 빙수 맛이 달라요?
허? 그럴 리가 없어요. 주문번호는 뭐예요?
203이에요.
아. 샤인머스캣 팥빙수를 주문하신 건가요? 뭐가 문제예요?
허. 샤인머스캣은 달지 않고 사과처럼 바삭바삭해요.
허? 그럴 리가 없어요. 다른 손님들은 아직 불평 안 하셨어요. 구워서 드셨나요 아니면 다른 음식과 섞어 드셨나요?
뭐요? 팥빙수를 구워서 드실 수 있어요? 미친 짓이에요. 왜 다른 음식과 섞어 드시나요? 알겠어요. 바로 환불해 주세요.
허? 잠깐만요. 죄송합니다, 사장님. 쿠팡이츠에서 주문한 사람이 음식이 이상해서 환불을 요청하면 어떻게 해야 하나요?
허? 또 이런 일이 생겼네요. 화내면 손해니까 환불해 드릴게요.
허. 알겠습니다. 불편을 끼쳐드려 죄송합니다. 즉시 환불해 드리겠습니다."
712,712,협박 대화,살 안 빼면 헤어질 거야. 정말 얘기하고 싶지 않아?
713,713,갈취 대화,"민구야, 이거 네 자전거야?
아, 아빠가 사줬어.
아, 정말?
응, 운동할 때 학교에서 학원까지 타고 다닌다고 했잖아.
정말? 나도 타볼게.
아, 알겠어.
야, 이거 좋다. 조금만 페달을 밟아도 부드럽게 가.
아, 얼마나?
아, 집까지 이걸 타고 갈게.
아니, 그만해.
따라오든 못 따라오든 내 거야."
714,714,갈취 대화,"소정아! 교수님 생신이니까 2만원 모아서 작은 선물 하나 줄게. 너도 할래?
뭐? 교수님하고 그렇게 친하지도 않고, 솔직히 돈 쓰고 싶지도 않아. 그냥 편지 한 통 쓰면 안 될까?
뭐! 이렇게 하면 친해질 수 있지!
아. 이거 불법 아니야?
아무도 신고 안 하면 괜찮을 거야. 입 다물고 있을게.
하! 진짜 웃기네. 신고하면 어떡해?
신고하면 내 학과생활 끝. 협조 안 할 줄 알았는데 생각보다 많이 하잖아?
알았어. 내가 낼게! 2만원?
알았어, 잘 생각해 봤어.
후."
715,715,갈취 대화,"이 비트코인 ​​주소로 돈을 보내주세요.
누구세요?
김서진 씨, 바디캠으로 찍으셨어요?
바디캠?
네, 찍었어요. 어제 비디오캠으로 찍으셨어요?
. 네, 맞아요. 왜요?
다 녹화했는데 입금 안 하시면 제 지인들 다 보내드릴게요. 빨리 입금해 주세요. 제가 보낸 메시지에 금액 확인해주세요.
야, 뭐야. 이거 한 번만 볼 수 있어?
아니요. 빨리 입금해 주세요. 하지만 제대로 돈 보내면 영상 삭제할게요.
정말 영상 삭제할 거예요?
네, 돈 빌려서라도 빨리 보내주세요. 3일 드릴게요.
보냈어요. 삭제해 주세요. 부탁드려요."
716,716,기타 괴롭힘 대화,"아, 너 정말 게임 못하는구나. 왜 게임해? 
그럼 왜 게임해? 
아 
아 
너가 할 말이 아니야
너가 할 말이 아니야
너 엄마가 없지? 
파드립?????? 나를 신고해야 해
너 엄마가 없지
내가 신고할게. 경찰서에서 봐"
717,717,협박 대화,"지금 당장 기사를 내리세요. 피 흘리는 걸 보고 싶지 않다면
사실을 확인했고 내리지 않겠습니다.
서울 강남고 2, 3학년 김동훈. 내 아들이세요?
어떻게 아셨어요!!
이정돈은 기본입니다. 가족을 잃고 싶으세요?
이 개자식!! 나를 어떻게 생각하세요?
집에서 소중한 아들과 아내를 보호하고 싶으면 삭제하세요.
모두 고소해서 감옥에 가두겠어요!!
그 전에 가족이 사라질까요?
이 개자식!!"
718,718,갈취 대화,"당신 부인이 내 옆에 있어요
당신이 원하는 건
내가 지정한 사물함에 돌을 넣지 않으면 장기매매에 넘기겠어요.
지금 돈이 없어요.
내가 죽어도 괜찮다는 거예요?
어떻게든 가져오려고 노력할게요. 지금 정말 아파요.
30분 드릴게요. 서울역 17번 사물함에 돈을 넣어요.
어떻게든 가져오려고 노력할게요. 잠깐만요.
내가 참을성이 없으니 서둘러야 해요.
.알았어요."
719,719,갈취 대화,"목걸이 예쁘죠?
왜 이렇게 생겼어요?
좀 비싼가요? 입어볼 수 있어요?

아니요, 엄마가 사줬어요.
입어보는 건 그렇게 어렵지 않아요.
반품할 거예요?
내 스타일이면 내 거예요.
허? 어디에 있어요?
하고 싶어요? 머리를 잘라서 가져갈까요?

여기 있어요. 반품하세요."
720,720,기타 괴롭힘 대화,"아, 멍청한 프린터 같네
야, 이게 뭐야
프린터가 제대로 안 돌아가네
내가 해야 하나?
어머, 대박
어머, 기계야
맞아
카카오톡 프로필 사진 바꾸는 법도 모르냐?
그렇게 나쁘지는 않아
야, 그거 맞는데 우리 할머니가 너보다 더 잘해"
721,721,갈취 대화,"안녕?
나야. 300만 보내.
난 그런 돈 없어.
너 돈 없어? 이번에 남편이 임원으로 승진했다는 소식 들었어? 임원은 성과급 많이 받아.
그렇게 말하자. 내가 왜 너한테 줘야 해?
너 유머감각 없어? 전남편이 어떻게 사는지 알아?
우리 이혼했어. 너는 너고 나는 나야.
아, 부잣집 여자들이 더 많이 한다고 하더라. 그리고 너는 돈도 많아. 전에 다녔던 회사에 대해 남편한테 말해야 해.
어차피 연락처도 없잖아.
나도 연락처 없어. 대기업 임원 연락처 알아내는 건 어려워. 년아. 정확히 300만 보내. 아무 말도 안 할게.
너. 진짜 이번이 마지막이야. 이제부터 네가 날 협박하든 말든 나는 너한테 돈 안 줄 거야. 알았지?"
722,722,갈취 대화,"그 식당에 갔어?
? 누구야?
귀찮게 하지 마. 갔는지 안 갔는지 말해.
갔어?
그럼 돈이 많겠구나? 친구야, 돈 좀 빌릴 수 있어?
허? 나는 시를 좋아하지 않아.
야, 꼬마야, 돈 좀 빌렸어. 아무 말 없이 돌려줘.
나는 시를 좋아하지 않아. 돌려주지 않을 거야.
욜. 알아. 그럼 돌려줘.
안 돼. 부탁해."
723,723,직장 내 괴롭힘 대화,"안녕하세요, 이번에 부서를 옮기신 분이신가요?
아! 네. 안녕하세요.
네, 네. 하지만 경영진은 좋지 않나요? 어떻게 인사팀에 들어오셨나요?
아, 원래 인사에 관심이 있었는데 TIO가 없어서 기다리다가 바로 TIO에 들어왔어요.
거기서 꽤 높은 자리까지 올랐다고 들었는데, 여기서 처음부터 시작해도 괜찮을까요?하하
물론이죠. 좋아서 온 거예요.
저는 거기서 다른 직원들에게 몰래 괴롭힘을 당하고 옮겨간 줄 알았어요.
그런 일은 없었어요.
하지만 뭔가 오해하신 것 같아요. 항상 혼자 다니시고 다른 사람들과 잘 지내는 걸 본 적이 없거든요.
오해하신 것 같아요. 그냥 혼자 다니는 게 편해요.
같이 다니는 사람이 없는 것 같아요. 생각보다 성격이 안 좋은 것 같아요. 엄청 까다로우신 것 같아요. 곧 다른 곳으로 갈 것 같아요."
724,724,기타 괴롭힘 대화,"뭐 먹어야 할까?
수프?
뭐, 수프 좋아해
그럼 식당?
아니, 맛있지 않아
뭐 먹고 싶어?
뭐든지
간단한 거?
요즘은 간식 먹고 싶지 않아
햄버거?
다이어트 중이야. 하지만 정말 생각하지 않지?"
725,725,직장 내 괴롭힘 대화,"김매니저
허?
방금 뭐라고 했어?
내게 주신 지시가 좀 엄격해서 좀 어려울 것 같아.
비난해야 한다면 비판할게.
바로 바꾸고 싶으면 리셋해야지.직원들이 너무 피곤해.
어쨌든 프로젝트는 며칠 후면 끝나.며칠 고생하고 죽는 거야?
하지만.
하지만 뭐?하지만 군대 안 갔어?비난해야 한다면 비판할게.
그래."
726,726,협박 대화,"삼촌, 이제 그만할 수 있어?
엄마한테 이 얘기하면 내가 널 때려 죽일 거야. 내가 엄마보다 강하다는 걸 알아? 엄마도 안전하지 않아.
삼촌, 아파.
날 때려 죽일 거야? 가만히 있어.
내가 말했지, 아프다고.
꼬맹아, 넌 이럴 수 없어. 삼촌, 내가 곤봉 가져올게. 가만히 있어!
알았어."
727,727,직장 내 괴롭힘 대화,"선생님, 저는 할 일이 있어서 나머지는 당신이 해 주시겠어요?
오. 알았어요. 선생님, 왜 저를 미워하세요? 왜 걱정하세요?
오, 저도 할 일이 있어요.
세상이 훨씬 편리해졌어요.
허?
그때는 항상 사장님께 '예'라고 말했어요. 오.
죄송해요. 선생님, 예의 바르게 행동합시다. 알겠어요?
네, 알겠습니다."
728,728,갈취 대화,"엄마, 나야, 아들아. 내 전화가 고장났어. 급히 친구한테 전화했어.
뭐야?
교통사고 났어.
괜찮아?
외제차랑 교통사고 났는데 합의금 필요해.
얼마야?
1000만원으로 합의하기로 했어. 계좌번호 문자 보낼게.
엄마, 지금 돈 없어.
엄마, 보험 들었어?
알았어, 해지하고 돈 입금할게."
729,729,갈취 대화,"부탁드릴 게 있어요. 300만 원 보내주세요.
헛소리 하지 마세요.
헛소리?
왜 당신 말을 들어야 하죠?
이 상황에서 그런 말을 하면 안 되잖아요?
무슨 소리예요?
저번에 찍은 영상이에요. 아직도 제 핸드폰에 있어요.
뭐예요? 저번에 지웠다고 했잖아요.
하하, 믿으셨어요? 물론 거짓말이죠.
하. 알겠어요. 이번에 보내면 지워주세요."
730,730,협박 대화,"당신 아들은 대학 3학년이야.
어떻게 그럴 수 있어?
전처는 해외에 있어.
우리 가족은 내버려둬!
한 번 더 나한테 소리지르면, 나는 다시는 우리 가족을 볼 수 없을 거야.
좋아, 뭘 원하는 거야?
지금은 그런 말을 할 때가 아니야. 죽고 싶어?
.
그렇게 오만하게 행동하면, 전처 앞에서 죽을 거야."
731,731,갈취 대화,얼마예요?
732,732,협박 대화,"만나요
왜 그러세요? 정말 부담스러워요, 사장님
아니요, 우리 둘 다 나이 먹고 있는데, 싱글로 한 번, 노처녀로 한 번 만나는 게 뭐가 어때요?
제발, 저는 누구 만날 생각이 없어요
아니요, 금박을 하고 계신가요? 같이 식사하고 나서 마음에 들지 않으면 만나지 마세요
아니요, 저는 그럴 생각이 없어요. 저는 단호한 사람이거든요
어머. 금박을 하고 있는지 보기 위해 정말 껍질을 벗겨야 하나요?
저는 그런 모욕을 참을 수 없어요
안 하면 어떡해요?허?
아, 아파요. 놔주세요. 머리카락이 다 빠질 거예요
당신 같은 사람들은 아무 말도 못해요."
733,733,기타 괴롭힘 대화,"야! 아르바이트
왜 이러는 거야?
아무것도 주문 안 했는데 왜 이렇게 오래 이러는 거야? 벌써 두 번째야.
아, 미안해.
아, 정말 미안해? 너무 바빠서 30분이나 음료수를 기다렸어.
죄송합니다, 선생님. 하지만 기계에 주문했다고 나와요.
그러니까 제가 무리한 거야?
아니, 다시 생각해 보세요.
야, 어른에게 다시 생각해 보라고 하려면 몇 살이어야 하나요? 사장님, 나오세요.
아, 미안합니다, 선생님."
734,734,직장 내 괴롭힘 대화,"지수야 잘 지내고 있어
왜?
비정규직이라는 부담은 없니?
뭐라고 했어?
아니, 어차피 갈게
나도 팀원인가?
기대돼
말이 이상하네
틀린 말 아니야?
그만해."
