,idx,class,conversation
875,875,직장 내 괴롭힘 대화,"김매니저님. 이번 주 회의 프레젠테이션을 준비해주세요.
저?
네. 당신이 하세요.
매니저님, 저는 지난번에 했고 아무것도 하지 않는 사람들이 있죠?
그러니까 당신은 하고 싶지 않은 거예요?
너무 많은 거 아니에요? 지금은 다른 일로 좀 바빠요.
좋아요, 그럼 그만하세요. 바쁜 게 싫으면 그만하세요.
아니요. 미안해요. 제가 하겠습니다.
그냥 더 일찍 하겠다고 말했어야 했어요.
네. 미안해요."
876,876,직장 내 괴롭힘 대화,"오늘은 야근 안했어
이번 주에 야근했어
매일 야근하는 건 기본이야
그게 아니야.
돈 받으면 회사에서 하라고 하는 대로 해야지
난 최선을 다하고 있어
너가 제대로 안 하면 내가 항상 널 지지해
미안해.
대꾸하지 말고 빨리 일해
알았어, 알았어."
877,877,직장 내 괴롭힘 대화,"야!!!! 김수근 씨

네. 매니저님.
이게 계획이에요!

다시 올릴게요.
회사에 들어온 지 꽤 됐고, 지금까지 할 수 있는 게 이거밖에 없어요!!!
미안합니다. 다시 올릴게요.
그럼 지방대 출신 사람들

그럼 출신이 중요하다고 하셨는데, 지방대 출신 사람들은 어때요? 어머나
매니저님, 아직 할 말이 있어요."
878,878,협박 대화,"너 여기 와
지금 바빠
내 손에 뭐 들고 있는지 안 보여?
왜 그러는 거야
이유 없이 놀리면 다칠 거야
제발 다치게 하지 마
겁먹지 말고 조용히 있어
제발 날 놓아줘
내 말만 들어주면 놓아줄게
뭘 원해?"
879,879,직장 내 괴롭힘 대화,"같이 치우자.
왜 나야? 이 팀장이 너한테 이걸 하라고 했어.
나한테만 부탁한 게 아니라 우리 반 친구들에게 다 부탁했어.
아니, 우리는 못 들었어. 하지만 이 팀장이 가져왔으니까 이 팀장이 혼자 해야지. 우리가 바쁜 거 안 보여?
나도 바빠. 같이 해야지.
그럼 네가 그 집안일을 맡고 다른 반 친구들에게 부탁하면 어때? 누가 도와줄지 모르겠어.
민 팀장, 같이 치우자, 알았지?
나한테 그러라고 한 적 없어. 이 팀장이 너한테 부탁하지 않았어? 그럼 혼자 해야지!!
나한테가 아니라 우리 반 친구들에게 부탁했어.
못 들었으니까 스스로 알아내."
880,880,기타 괴롭힘 대화,"야 현우, 내 자리 돌려줘
아니, 싫어
그거 네 게임이 아니야
아니, 웃기잖아
뭐라고 했어
야, 그럼 이 컴퓨터 네 거야?
아니, 어디야? 돌려줘, 돌려준다고 했지
언제 그랬어? 증거 있어? 녹화했어? 이 게임 선물로 줬어
뭐야 미쳤어?
나가
야, 그럼 게임에서 로그아웃 시켜줄게
그럴 수 없어. 이리 와."
881,881,갈취 대화,"야

허?
내가 100원 줄 테니까 빵 사서 500원 아껴
허?? 100원으로 빵 못 사요
그거 니 일이고 내가 걱정해야 하나요?
난 돈 없어.
너도 그거 챙겨야 하고 왜 1번이 멍청해
.아니.근데
지금 이 100원으로 빵 사서 500원 아껴 안 하면 오늘 혼난다
.알았어.
빌려도 사는 방법 알려줬으니까 괜찮지?"
882,882,기타 괴롭힘 대화,"이마가 넓어지는 것 같아
이미 걱정돼
어머, 머리 없으면 진짜 우울할 것 같아
이미 스트레스 받아
돈도 없고, 외모도 없고, 머리도 없으면 어떡해?
그만해
돈 있으면 머리라도 잘라
그만해
왜 나한테 이러는 거야? 탈모는 유전이야
하"
883,883,직장 내 괴롭힘 대화,"김매니저, 그 옷은 뭐야?
왜?
좀 더 예쁘게 차려입어.
이 정도면 충분할 것 같아.
손님이 있으니까 더 예쁘게 차려입어.
너무해.
왜 그러는 거야? 김매니저 때문에 회사 분위기가 엉망진창이야.
응. 조심할게.
좀 더 일찍 했어야지. 내일이 기대돼.
응."
884,884,기타 괴롭힘 대화,"야! 누가 한 손으로 카드 줘. 양손으로 카드 줘
손님, 보통 한 손으로 카드 주잖아.
이 애는 어른한테 항상 대꾸해. 집에서 어떻게 배웠어?
죄송합니다. 저는 이 가게 주인입니다. 빨리 사과하세요
이 애가 제가 카드로 지불하고 양손으로 주지 않아서 부모님을 먼저 욕하지 않았나요?
아니, 이 애가 계속 대꾸해. 그 자식. 장사 그만둘래? 가게를 망칠 거야?
죄송합니다. 이 애는 어리고 아직 잘 몰라요. 빨리 사과하라고 했잖아요
사과할 수 없어요. 잘못한 게 없어요.
선생님, 제가 대신 사과드릴게요. 이 애는 아직 사회 경험이 없는 듯해요. 해고당했어요. 돈도 못 받을 거예요. 집에 가세요.
이 애의 학교 이름과 부모님 전화번호를 알려주세요. 아니, 집에서 제가 뭔가 말해야 한다는 걸 어떻게 알았어요? 나한테 안 주면 서울역 편의점 고객센터가 엉망이라고 언론에 말할 거야 내가 뭐하는지 알아? 이런 놈이야."
885,885,갈취 대화,"안녕? 너희들 몇 살이야?
우리는 6학년이야.
돈 있어? 돈이 필요해.
아니, 없어.
돈이 있는 것 같은데, 있으면 어떡해?
정말 없어.
100원 받을 때마다 한 개씩 받아.
지금 주머니에 1,000원 ​​지폐가 있어.
전에 없다고 했잖아. 나머지는 얼마야?
음. 2,000원.
그리고? 더 가져와."
886,886,갈취 대화,"그 목걸이 예쁘네요.
예쁘지 않아요? 길동에서 샀어요.
한 번만 입어봐도 돼요?
좋아요, 입어보세요.
어때요? 저한테 어울릴까요?
좋아요
오늘만 빌릴 수 있어요?
아. 오늘 하고 싶어서 샀어요.
한 번만 빌리세요.
좋아요."
887,887,갈취 대화,"야, 너 그렇게 운전해?
아니, 야, 너가 고의로 다리를 핸들에 끼운 걸 봤어.
아니, 꼬마야, 누군가의 다리가 맞았다면 먼저 사과해야지. 도대체 어디서 꼬맹이처럼 행동하고 있니?
야, 다친 건 미안하지만 고의였던 것 같아. 합의금을 노린 거야?
아니, 이 사람이 정말 내가 할 만한 사람 같아? 법정에 가야 해?
미안하지만 대시캠이 있어. 줘.
그 젊은이가 무례해서 먼저 부숴버렸어.
야, 뭐하는 거야!
알았어, 법정에서 만나자."
888,888,기타 괴롭힘 대화,"당신은 그런 편이에요
무슨 문제야?
무엇을 할 수 있어?
왜 못하니?
모르겠어서 묻는 거야?
난 몰라.
하지만 너는 충분히 똑똑하지도, 충분히 유능하지도 않아.
난 할 수 있어. 난 준비됐어.
난 할 수 없어. 그냥 할 수 없어.
왜 나한테 이러는 거야?"
889,889,직장 내 괴롭힘 대화,"이번 달에 휴가를 갈게요.
아니요.
왜요?
저는 일이 바빠서 휴가가 없어요. 당신도 못 가.
네?
그리고 휴가는 내가 정할게요.
이번 달에 휴가를 가고 싶어요.
내가 정한다고 하지 않았나요? 당신이 하고 싶은 대로 하세요.
네.
어"
890,890,직장 내 괴롭힘 대화,"좋아요, 오늘은 오랜만에 회식 모임을 갖습니다. 각자 술 한 잔씩 합시다.
저는 교정 때문에 이를 뽑았기 때문에 술을 마실 수 없어서 청량음료를 한 잔 드리겠습니다.
야, 어디서 마실 수 있어? 하지만 꼭 한 잔 마셔야 해.
미안해. 정말 못 마셔.
한 잔은 괜찮아, 그냥 한 잔만 마셔.
의사가 발치한 후에는 절대 술을 마실 수 없다고 했어요. 미안해.
아니! 이 매니저는 뭐가 문제야? 난 꼼짝 못 해. 사람들은 보통 이런 곳에서 술을 마셔. 왜 분위기를 망치는 거야?
미안해.
알코올이 모든 것을 살균할 거야. 꺼내서 마시지 마!
알겠어."
891,891,갈취 대화,"선생님, 이번에 병원에 새로운 의료 장비를 사려고 합니다. 도와주실 수 있나요?
네? 저요?
저는 매일 환자를 당신 약국으로 보냅니다. 갚아야 합니다.
이번 달에 집주인이 임대료를 올려서 시간이 좀 촉박합니다. 작년에 리모델링을 도왔습니다.
제가 할 수 있는 게 없어요. 그러다가 옆에 또 다른 약국이 생겼어요. 이제 우리 관계는 끝났어요. 너무 안타깝습니다.
원장님, 작년에 리모델링 비용으로 2천만 원을 보냈는데, 더 달라고 하면 우리 약국은 문을 닫아야 합니다.
이번에는 천만 원 주세요. 그러면 약을 조금 더 처방해 드리겠습니다. 안 달라고 하면 다른 약을 처방해 드리겠습니다.
아니요, 원장님.
제가 물었을 때 바로 대답해 주시면 다치지 않으실 겁니다. 왜 그렇게 욕을 많이 하세요?
네"
892,892,직장 내 괴롭힘 대화,"김매니저님, 잠깐 뵙겠습니다.
네.
김매니저님, 방금 이메일로 보내주신 내용입니다.
네.
PPT로 만드셨나요?
아, 마음에 안 드셨군요. 죄송합니다.
누가 좋아하실까요? 의도적으로 만드셨나요, 아니면 의도치 않게 만드셨나요?
죄송합니다. 다시 만들어보도록 하겠습니다.
처음부터 제대로 해주세요. 긴장돼요.
죄송합니다."
893,893,기타 괴롭힘 대화,"엄마 없어?
아. 네.
왜? 왜? 왜냐하면?
아빠. 술 좋아해.
오? 술? 폭력? 아, 참 가련해. 그래서 엄마가 도망간 거야?
. 오. 네.
술이 좋다고 하는 이유를 모르겠어. 아빠는 정신 차려야 해.
. 네
아빠는 술을 마시고 엄마는 도망가. 아, 다행히 우리 부모님은 그렇지 않아. 질투하셔."
894,894,직장 내 괴롭힘 대화,"민철아, 내일 5시에 미팅 있어?
네? 내일 시차를 사용했어?
그럼 취소해. 미팅이 5시라서 내가 할 수 있는 게 없어.
내일 그 시간에 시골로 내려가야 해.
뭐? 끝나고 내려가면 안 돼?
예약이 이미 마감돼서 내가 할 수 있는 게 없어. 미안해.
민철아, 회사에 들어오자마자 바로 해고당하고 싶어?
아니. 그게 아니야. 정말 사정이 있어서. 미안해.
민철아, 미팅이 예약되면 민철이 미팅에 맞춰 시차를 취소해. 신입사원은 자유가 별로 없어.
부장님, 그건 안 돼. 미안해."
895,895,직장 내 괴롭힘 대화,"이 사건은 횡령의 위험이 있습니다.
그래서 뭐
당신은 하지 마세요
당신은 돈이 많습니까? 무슨 소리예요
돈을 벌자, 하지만 당신은 너무 쿨해요
아니요
아이가 뭐가 문제야? 당신은 너무 쿨해요, 당신은 너무 쿨해요
너무 심해요.
좋아요, 가세요."
896,896,갈취 대화,"잠깐!!
네?? 나. 나.??
응. 지금 돈이 필요해.
나. 지금 돈이 없어.
허. 뭐가 문제야? 방금 은행에서 나왔어.
나. 정말 돈이 없어.
야. 돌아가고 싶어?
네. 네.??
방금 인출한 20만원은 내가 재빨리 요청한 거야.
아. 아니. 이 돈만"
897,897,갈취 대화,"명현아, 내일이 발표날인데 발표자료 왜 안줘?
왜 줘야해? 내가 정성껏 준비했는데?
뭐야? 역할은 우리가 정했는데 넌 마지막에 정하고 발표자료 준비했잖아.
내 허락도 없이 정하고 내가 다 만들었으니까 내가 따로 봐야해?
그럼 5일 동안 본문 안 봤으니까 더 기다릴 필요 없잖아? 역할 정해졌으니까 바로 봤잖아.
어쨌거나 내가 만들었으니까 같이 볼 필요 없잖아.
말도 안 돼. 발표 시간 다 됐잖아. 우리 성적 떨어뜨리려고 그러는 거야?
그럼 도와줬어야지. 뭐야, 우리한테 도움 안 주고 가져갔어?
논문 몇 개 분석해서 보냈어. 다른 나라에서 여러 언어로 발표된 논문도 분석해서 정리했어. 뭐야?
어쨌거나 제가 제일 열심히 한 것 같아서 자료 필요하시면 10만원 주고 사세요. 솔직히 제가 노력한 만큼 돈 받는 거 아니에요. 아니요, 발표는 돈이 들지 않아요. 연락도 안 한 사람이 이렇게 행동하는 게 옳다고 생각하세요? 틀렸다고 생각하시면 저희가 할 수 있는 게 없어요. 발표 자료를 직접 만들거나 학점 감점 받으시면 돼요. 제가 개입할 이유가 없으니 발표하고 싶으시면 10만원만 보내주세요. 바로 보내드릴게요."
898,898,협박 대화,"야, 꼭 그렇게 말해야 해?
이게 무슨 곳이야?
너 뭐야?어디야?아, 요즘 인기 있는 김지은이구나.
근데 이 놈은 상황을 정말 모르겠어.
나를 뭐로 죽이려고 해?죽여.나도 배우니까 죽이면 다 알 거야.
야, 말 조심해. 어차피 우리 둘 다 죽을 거잖아.
아, 아프다.
야, 나도 영화 만든 배우니까 널 공개적으로 모욕해도 어때?
미안해.
내가 영화 편하게 만들었다고 생각해?
야, 이걸로 괜찮을 것 같아? 그만해.
죽고 나서 화상을 입을 것 같아?"
899,899,기타 괴롭힘 대화,"수업 시간이야, 일어나
왜 깨어 있니?
선생님, 수업 시간에 자면 안 돼
선생님이 뭐가 문제야? 가르칠 수 없다면
교사 사무실로 가
교사 사무실로 가
선생님을 따르지 마
선생님을 따르지 마, 뭐해? 나가
일어나서 교사 사무실로 가
선생님이 선생님답게 행동해야 내가 들을 수 있지 않아?"
900,900,협박 대화,"우리 정말 안 어울려! 헤어지자!
더 잘할게, 한 번 더 생각해.
아니. 충분히 생각해! 헤어지는 게 맞는 것 같아.
내가 너한테 한 짓을 하고서 나한테 이럴 수가 있어?
다시 만나는 건 시간 낭비야.
널 놓지 않을 거야! 다시 헤어지라고 하면 죽여버릴 거야!
지금 나한테 위협하는 거야? 항상 이렇게 폭력적이었어?
이건 위협이 아니야! 정말 죽여버릴 거야!
이걸 녹음할 거야! 경찰에 신고할 거야! 널 신고하기 전에 그냥 좋은 관계로 끝내는 게 어때?"
901,901,갈취 대화,"야, 이 산간지역은 내 지역이야. 원하는 대로 다 모을 수 없어.
누가 정한 거야? 네 지역이야? 공공 산이야.
국유지라서 실수한 것 같아. 사유 산도 있어. 모은 거 빨리 내려놓고 가.
아, 아까 미안한데 이거 둘만 가져갈게. 안 돼?
아니. 이 산은 20년 된 인삼 묻힌 곳이야. 네가 파낸 거야. 내가 돈 안 달라고 해서 고맙다고 생각하고 빨리 내려가.
계속 그러면 내가 그냥 앉아 있을 수 없어. 너 진짜 한심하네. 이거 둘 가져가라고 하지 않았어?
저거 하나당 150만원어치야. 크기로 봐선 250만원 가까이 훔치는 거야.
아, 정말? 그럼 이 작은 거 가져갈게. 비싼 거 내려놓으라고 하지 않았어?
그거 훔치는 거야. 빨리 내려놓아.
계속 그렇게 말하면 이 150만원 지폐를 반으로 잘라버릴 거야. 알아. 반으로 잘라버리면 가치가 많이 떨어지잖아? 좋은 말 하면 이 작은 것 하나만 가져가게 해. 그럼 이 큰 것 하나만 두고 갈게. 조심해.
아, 진짜 쪼개면 안 돼. 들어올리기 너무 힘들었거든. 하. 하나만 가져가서 내려놓아. 그리고 여기 올라오지 마.
알았어, 그렇게 나와. 너 몸 돌본 지 오래 됐잖아. 아, 100만원 선물 고맙다.
내가 강제로 가져갔으니까."
902,902,직장 내 괴롭힘 대화,"하나씨, 어제 공사회사 만나서 묵었지?
네. 어제는 다들 할 일이 있어서 혼자 하기 힘들었어.
수고가 아깝다.
네? 수고가 아깝다?
아니요, 제대로 안 했어요.
제대로 안 했어요. 다른 직원들이 수고해서 공사 잘 됐다고 만족한다고 했어요.
이거 보세요. 제대로 했어요?
지우씨, 이건 이 회사 일이 아니라 다른 회사 일이에요.
이 회사도 이 일을 할 수 있는데 왜 다른 회사에 맡기세요? 한꺼번에 다 하는 게 낫잖아요. 어쨌든 이 일은 신에게 맡기면 안 됐어요.
이 회사 일이 아니라고 했잖아요.
변명하지 마세요. 이 회사에 충분히 물어봤어야 했어요. 하나씨, 노력조차 안 하는 게 이상해요. 하나 씨, 당신이 계속 이렇게 일한다면 저는 당신과 같은 팀이 되고 싶지 않습니다."
903,903,기타 괴롭힘 대화,"야, 꼬마야!
뭐야? 넌 누구야?
아니, 집에서 요리하고 애들 돌봐야지. 밖에는 어디로 가?
제대로 운전도 못하면서 왜 나한테 탓을 돌리니?
야, 미친 거야? 내가 뭘 잘못했어? 허? 그래서 여자는 밖에 나가면 안 된다고 한 거야. 쯧쯧
야, 늙은이. 여자 얘기하고 사람들을 기분 나쁘게 하는 네가 뭔데? 허?
네 남편이 너한테 이러면서 돈 번다고 생각해? 빨리 집에 가!
지금 집에 가는 길이야. 네 남편이 거지처럼 사는 건 아니지? 네 아내가 불쌍해.
내 아내는 밖에 나가지도 않고 너처럼 집안일도 못해. 하. 남자도 여자만큼 잘한다고 하잖아. 쯧. 남편 만나보지 않아도 알잖아.
야! 우리 가족 얘기하는 네가 뭔데?
쯧쯧. 네 남편을 먹을 사람은 바로 너야."
904,904,직장 내 괴롭힘 대화,"안녕하세요. 제가 이렇게 하라고 했나요?
죄송합니다.
제가 이렇게 하라고 가르쳤나요?
죄송합니다.
죄송하시다면 그게 다입니다. 다시 하세요.
알겠습니다.
수정했습니다. 확인하세요.
이렇게 하지 마세요.
제가 하라고 한 부분을 수정했습니다.
이건 정직한 답변입니다. 지금 바로 다시 하세요."
905,905,직장 내 괴롭힘 대화,"행복하세요?
네?
연인도 있고 집도 있고 차도 있고. 야, 질투나.
아니요.
모든 게 다 있다면 그냥 직장 그만두는 게 어때요?
아니요, 괜찮아요.
아니요, 괜찮지 않아요. 그렇게 살 거면 그냥 그만두세요.
미안해요.
미안하다면 처음부터 미안할 일을 하지 말았어야 해요. 승진하고 싶었어요?
아니요, 미안해요.
아니요? 배부르세요? 모든 게 다 있는 사람들은 세상이 쉽다고 생각할 거예요, 그렇죠?
. 미안해요."
906,906,기타 괴롭힘 대화,"맛이 끔찍해요. 별 1개 드립니다. 뭐가 빠졌나요, 선생님? 정말 죄송합니다. 수프가 너무 뜨거웠어요. 따뜻하게 해달라고 요청하셨나요? 따뜻하게 해달라고 요청하셨나요?
저희 식당은 따뜻한 음식을 제공하기 위해 최선을 다하고 있습니다.
이 식당에서는 다시는 주문하지 않겠습니다.

이렇게 하면 업무 방해로 신고하겠습니다.
신고? 야, 꼬맹아, 마음대로 해! 요즘 욕설이 더 심하잖아!
욕하지 마. 댓글도 신고하겠습니다.
주인 목소리가 불운해 보이네요. 이 식당은 꼭 문을 닫아야 합니다!
선생님, 저희 식당에 오지 마세요.
내가 오라고 해도 오지 않을 거예요!"
907,907,갈취 대화,"지혜야 100만 원 빌려줘
100만 원 내가 그렇게 돈이 없어서 미안해
너 월 300 이상 번다는 건 알지만 왜 없어?
진짜 생활비랑 부모님께 드리려고 저축하는데 아무것도 없어
거짓말 할 거야?
미안, 친구하고는 사업 안 해
너 남자친구가 술집에서 일했다는 거 알아?
뭐야? 가난해서 잠깐 일한 거야
어쨌든 남자친구도 부모님도 모르잖아
지금 나한테 협박하는 거야?
너 친구한테 빌려 달라고. 계좌번호 보내줄게
알았어."
908,908,기타 괴롭힘 대화,"돼지, 돼지, 돼지
나는 돼지가 아니야. 그러지 마.
돼지들이 으르렁거려. 왜 너의 목소리가 돼지 같아? 너는 정말 돼지 목소리를 유지하는 데 어려움을 겪고 있어.
그게 아니야. 네가 돼지라고 말하면 그들은 나를 돼지로 봐.
그들은 돼지를 돼지라고 부르지. 그들은 네가 돼지처럼 보이기 때문에 너를 돼지라고 부르지.
네가 매일 돼지라고 말하면 그들은 그것을 너무 많이 들어서 그렇게 말하는 거야. 나는 그저 과체중일 뿐이야.
나는 병적으로 비만이 아니야? 모두가 내가 병적으로 비만이라는 걸 알아.
내가 정말 과체중이라고 말하는 게 아니야.
야, 내가 과체중이라고 생각해? 아니면 내가 병적으로 비만이라고 생각해?
나는 내가 병적으로 비만해 보인다고 생각해.
아니, 여러분. 나는 과체중이야. 그러니 나를 놀리지 마."
909,909,기타 괴롭힘 대화,"어머나! 어디 가는 거야?
허? 11층까지 배달해?
미칠 것 같아. 엘리베이터 타지 마!
허? 배달해야 해?
글쎄, 엘리베이터 타지 마!
그럼 배달은 어때?
모르겠어. 그냥 올라가.
허? 11층?
응. 어쨌든 엘리베이터 타지 마!
아, 정말. 너무 더워.
뭐? 뭐라고 했어?"
910,910,협박 대화,"다 죽여버릴 거야!!! 개스톤, 이걸 폭파해. 다 같이 죽자!!! 
선생님, 먼저 진정하세요. 
진정하세요? 내 기분이 어떤지 알아? 20년 일한 직장에서 갑자기 쫓겨나는 기분이 어떤지 알아? 
알아요, 알아요. 진정하세요. 
진정하세요!!! 다 같이 죽자!! 더 이상 살고 싶지 않아요. 
선생님이 무슨 일을 겪고 계신지 알지만, 여기 사람들은 어떡하죠? 
무슨 죄예요? 내 인생이 이렇게 망가졌는데, 당신만 행복하게 살고 있어요!! 
진정하세요. 앉아서 이야기해요. 
내 인생은 끝났어요. 막다른 길에 서 있어요. 희망이 없어요. 무슨 말씀이세요? 
하지만 선생님, 도와드릴까요? 먼저 진정하세요."
911,911,기타 괴롭힘 대화,"안녕 샛별아 잘 지내?
야, 나 잘 지내? 잘 지내?
아, 그냥 네가 받은 상 자랑할 때 싫어. 네 절친 현지도 그렇게 생각해? 현지
아, 네가 그런 걸 보는 게 싫어
그럼 성공하면 겸손해지는 게 당연한 거 아니야? 이제부터 너무 자랑하지 마
미안해. 조심할게
왜 울어? 왜 잘했어? 말도 안 돼. 어쨌든 조심하고 여기서 나가."
912,912,기타 괴롭힘 대화,"이건 틀린 게 아니라 다른 거야.
아, 맞아. 알려줘서 고맙네.
이것도 틀렸어. 보고서를 어떻게 끝낼 수 있을까?
잠을 자다가 썼기 때문에 실수했어.
아니, 실수가 아니야. 실력이 부족한 거야.
그러지 말라고 했잖아.
확률과 논리가 부족한 건 여기뿐만이 아니야. 아니, 많이 있어. 무지해서 그래.
어디인지 말해. 왜 그런 말을 해?
응. 거짓말은 못 해.
진짜 재밌어. 어떻게 그런 말을 할 수 있어? 그만해."
913,913,기타 괴롭힘 대화,"오, 부인! 이곳을 제대로 청소하라고 했잖아요.
미안합니다.
그냥 미안하다고 하지 마세요. 제대로 하세요.
알았어요. 알았어요.
누군가의 추천으로 여기 왔다면, 그 사람의 얼굴을 놀리지 말고 제대로 하세요. 이게 마지막 경고입니다.
알았어요. 미안합니다.
기분 나쁘세요? 기분 나쁘다면 지금 당장 이 집에서 나가세요.
아니요."
914,914,협박 대화,"아직도 빚졌어?
제발 날 구해줘. 난 아이가 있어.
그래서 지금까지 견뎌온 거야, 알지?
미안해. 조금만 더 시간을 줘. 제발 날 구해줘.
내가 농담하는 줄 알아? 이게 가짜 칼로 보여?
아니, 절대 아니야. 제발 날 구해줘.

제대로 해. 아니면 그 방에서 자는 아이가 절대 깨지 않게 할 거야.
아니. 부탁해. 지금은 아무것도 줄 수 없어.
농담이야? 농담이야? 정말 아이를 데려와서 찔러야 정신 차릴 수 있어?
그러지 마. 부탁해. 정말 찔러야 정신 차릴 수 있어. 부탁해."
915,915,협박 대화,"야, 농담이야? 왜 이러는 거야?
. 그냥 하라는 대로 했을 뿐이야.
언제 이렇게 하라고 했어? 그냥 넘어가. 내 말 들어. 부탁해
.
대답 안 할 거야? 야, 계속 이러면 네 명예가 훼손되고 온 가족이 길거리에 나설 거야.
아. 부탁해, 적어도 네 가족은
누가 이런 짓을 하고 싶어?? 나도 죽을 거야. 그러니까 내 말 들어. 널 끝내는 건 전혀 어렵지 않을 거야. 말했잖아
다시는 이런 일이 일어나지 않도록 조심할게.
이게 마지막 경고야.
알았어, 알았어."
916,916,협박 대화,"왜?
뭐야?
짜증나.
뭐가 문제야?
그냥 짜증나게 하는 거야.
왜. 미안해.
남동생 있어?
왜.?
내가 남동생 있냐고 물으면, 꼬마야. 그냥 말해. 죽여버릴 거야.
왜. 넌 그런 놈이야.
그냥 네 남동생을 쓰러뜨리고 죽여야 할까?
미안해."
917,917,기타 괴롭힘 대화,"야, 이 애 얼굴 완전 검은색이야!
와, 흑인 처음 봤다.
""우끼끼"", ""우끼끼"" 해! 바나나 먹을래?
이름도 이상해! 역겨워, 더럽다.
그러지 마. 나도 한국인이야. 그럴 수 없어.
뭐, 너 같은 흑인 애가 어떻게 한국인이냐? 너는 아프리카인이야!
아니. 우리 아빠는 한국에서 태어났어.
우리 부모님이 이 애를 먹이기 위해 세금을 낸다는 걸 알아? 창피해, 창피해.
너희 나라로 돌아가! 더러운 놈들!
그러지 마, 애들아. 제발."
918,918,직장 내 괴롭힘 대화,"박인턴
미안합니다. 그냥 이렇게 하고 나가겠습니다.
사장님은 이해 못하시죠? 빨리 나가세요!
알았어요. 알았어요.
어제 회사 회식 때 김매니저랑 썸 탔어요?
아니요. 오해였어요.
무슨 오해였을까요? 제가 쉽게 넘어갈 것 같아요?
아.
어쨌거나 정규직으로 채용될 생각은 하지 마세요. 지금부터는 좋은 사람이 되세요?
흠. 흠."
919,919,기타 괴롭힘 대화,"안녕하세요, 전화를 받은 상담원에게 전화하겠습니다.
무슨 말씀이신가요?
말씀드릴 게 없습니다. 어디서 전화를 끊으셨나요?
죄송합니다. 무슨 일이 일어나고 있는지 알려주세요.
팀장에게 전화하겠습니다.
상담원으로서 무엇을 도와드릴 수 있나요?
무슨 일이 일어나고 있는지 알려주세요. 도와드리겠습니다.
재밌네요. 상담원들은 힘이 없지만, 바로 팀장에게 오라고 ​​합니다.
죄송합니다. 타이밍을 이해해 주세요."
920,920,직장 내 괴롭힘 대화,"언제 급여를 주실 건가요, 사장님?
알았어, 꼬마야. 잠깐만.
20일 넘게 급여를 못 받았어. 급여를 줘야 하지 않을까?
야, 그냥 돈 가져가서 해고당하고 싶은 거야? 기다리라고 하는 게 들리지 않아?
알았어, 알았어.
알았어, 그냥 줄게. 하지만 넌 해고야.
미안해. 아무 말도 안 할게.
할 수 있어? 할 수 없을 것 같지만, 한 번만 더 믿어볼게. 하지만 한 가지 말해야 할 게 있어.
알았어, 알았어.
내 앞에서 좋은 말 하지 마. 난 그런 사람들이 제일 싫어. 그냥 싫어."
921,921,기타 괴롭힘 대화,"무대가 좋았어. 춤도 잘 추었지?
고맙습니다.
그리고 옷 다 벗었지?
아. 치마가 좀 짧았는데 속옷을 입고 있었어.
너무 예뻤어. 평소에 저런 옷 입어?
평소에 안 입는 옷이야.
좀 극단적인 게 좋아.
내 스타일이 아니야.
야, 좋아해서 입고 춤춘 거면 왜 그렇게 고집이 세?
내가 고집이 세다는 게 아니라 공연과 일상이 달라.
지금 정말 나를 이상한 사람으로 보이게 하려는 거야?
하."
922,922,갈취 대화,"야 친구야, 여기 와
야 지금 뭐해?
폰 예쁘지 않아? 돌려줘
아니, 어제 선물로 받았어
내가 밟기 전에 돌려줘
정말 미안한데, 이거 말고 다른 거 가져갈 수 있어? 내 폰 없어
미쳤어? 돌려줘
알았어"
923,923,기타 괴롭힘 대화,"지은이 입이 진짜 크네
어?입?
그냥 볼 때는 몰랐는데 가까이서 보면 완전 이상해
모르겠어?
모르겠어?거울 안봐?
상관없어
대박, 달릴 때 입이 먼저 결승선을 통과해서 1등이야. 자존감이 엄청 높나 보다. 내가 너였다면 성형했을 거야. 그 얼굴로 어떻게 살아?
불편하지도 않은데 왜 그래.
와, 민지, 동수, 지은이 입 봐. 와, 장애 같아
그만해"
924,924,갈취 대화,"야, 너 내 친구야? 내가 반 애들하고 말다툼할 때 도와주었지?
오, 응, 항상 고마워.
아, 그런데 내일 점심 도시락 싸오라고 하지 않았어?
응.
우리 엄마는 바쁘지만, 너희 엄마는 국수집을 하네?
허? 오
그럼 좋네. 엄마한테 국수 한 개 싸달라고 해서 가져가. 내 것도.
허? 우리 엄마는 바쁘니까 내가 사줄게.
야, 바보야. 엄마한테 국수 두 개만 싸줘. 사고 싶지 않아. 그냥 ""엄마, 국수 먹고 싶어."" 라고 해. 정말 그렇게 말해야 하나?
허?. 노력해 볼게.
널 믿고 대신 싸줄 수 없으니까, 알아둬. 할 거면 세일 때 사."
925,925,직장 내 괴롭힘 대화,"야, 이 걸레 빨아
어? 나도?
아니, 임신 중인데 직장에서 이걸 해야 해?
우리 다 같이 청소하고 있어.
아니, 나도 청소했는데, 이걸 빨라고 해
아니, 이걸 어떻게 다 빨아?
야, 선배가 시키는 대로 해. 왜 그렇게 대꾸해?
아.
줄 서서 나랑 같이 일해야지, 이거도 못 해?
응. 알았어
처음부터 동의했더라면 얼마나 좋았을까, 응?"
