,idx,class,conversation
3153,3153,기타 괴롭힘 대화,지우야너그것좀빌려주라.네근데왜요?내가계정이정지됐는데비밀번호를까먹었어그거재설정하면되지않아요?아내가몰라서묻는거같아?여러번했는데안되서너한테물어보는거잖아.다른애들한테부탁하면안될까요?너죽는다.제발요너형이잘해주니까무시하냐?
3154,3154,기타 괴롭힘 대화,너중국에서왔다며?응진짜중국은마약하면죽냐?응?그게무슨말이야아니뉴스보면그러잖아바로사형이라고아.나도사실잘.진짜면대박이다중국인미개하다진짜.아짱깨소리듣는건가개웃겨.놀리지마
3155,3155,협박 대화,야그거가져오라고언제야죄송해요너희어머니엄청아름답던데되도괜찮나보지?절대안돼요제발요엄마가얼른약속을지켜야지제발요아저씨가좋게말하잖아얼른가져오라고일주일만시간주세요그안에못가져오면어떻게할건데차라리제가죽을게요
3156,3156,기타 괴롭힘 대화,야너진짜니가뭔데그런말을하는거야?너거울좀봐싫어봐난빼빼로10개나뭐야?일부러안받는거야뭐래너가못생기고인기나한테무슨억하심정있어??그냥난팩트를말하는거야그냥꺼져버려
3157,3157,직장 내 괴롭힘 대화,씨이틀간연차좀쓰지?네?팀장님무슨일로.집에장례식이좀생겼는데거기와서일좀도우라고.왜제연차를쓰고그게지금상당한사람한테할상황은안타깝지만휴가는제권리라고생각합니다.어차피연차도남았던데내생각하고와서돕는게어렵나?죄송합니다.지난번에자료오늘밤까지완성해서가져와요.
3158,3158,협박 대화,위층이너무왔어요저희가시끄러웠다고요?난네오늘이처음도아니고시끄러워서참다참다가왔어요우리가시끄럽게하면얼마나시끄럽다고저희집까지찾오셨을까참을성이없나보네참을만큼참았죠근데정도가찾아온거에요뭐?!너지금말다했어?!어디다대고반말이야응말다했다너일로와당신이뭐어떤사람인데하이런싸가지없는사람을봤나죽고싶어?!??
3159,3159,협박 대화,김부장오셨습니까내가시킨거어떻게?그게.?저는못하겠습니다김부장요즘나사가풀렸나봐?.죄송합니다.자네딸유치원다닌다던데?.시간을조금만더주세요.
3160,3160,협박 대화,죽고싶어서환장했어?왜이렇게말을안죄송해요.한번만봐주세요.시키는대로하라고했을텐데.죄송합니다.내가우스워그런거절대맘이새끼목을그어버리고싶은데.제발한번만잘못했습니다.한번만참아준다.다음번에는살아서나갈생각하지마라.정말감사합니다.
3161,3161,갈취 대화,내가당신횡령한알고있지.어쩔수가없었어.엄마병원비때문에.아주완벽하게뒷처리를해놓았더군.나중에채워놓을거야.내가모르는처하는대신나에게뭘해줄수있는게없어.그돈에10프로를나에게줘.그러면모른척해주지.시간이필요해.준비되는대로연락해.얼마든지기다려줄수있어..응
3162,3162,갈취 대화,야너이리봐그러시죠?너지금얼마있어저돈없어요거짓말하지말고.말해이게거지새끼.너신발벗어이건돼요.어딨어.빨리내놔이새끼야저이제
3163,3163,갈취 대화,아네혹시가지고계신폰이건데어디서주웠는지알수있을까요?아길동사거리횡단보도앞에서주웠는데요.아그럼제가가지러나가면되는건가요?쉽게못넘겨주고요뭐오는전화보니까폰같던데50만원만주세요.제폰인데왜돈주고받아야해요.마시던가요.그냥여기하천에빠트리면되는거죠?저날중요한회사미팅올거있어서그폰필요해요.제발돌려주세요.그니까50만원보내라고.50만원보내는게어려워?곧보낼게요.먼저돌려주시면보내드릴게요.내가호구로선입금해.물품보관소에맡겨두고갈거니까네.말씀하신대로할테니까꼭물품보관소에보관해주세요.
3164,3164,갈취 대화,야꼬맹이이리와바네.넵너뭔데우리쳐다보냐아.죄송합니다오토바이소리가나서됐고가지고있는거줘봐뭐야만원밖에없네더없어?일주일치저녁먹을돈인데제발봐주시면안되나요.?풉너거지냐?니엄마한테만원더달라고하는게어려워?푸하하하제발이러지마세요됐고잘쓸게야나쁜
3165,3165,직장 내 괴롭힘 대화,오늘점심드시나요?네오늘은도시락무슨일이세요.정대리님?아니다름이아니라.제가이번에하나진행하게되었는데.이거때문에다른힘들어서요.이것해주세요죄송한데저도이거빨리근데제가상관할건아니고요.그게말씀이신지.?아니제가좋은말로할때그냥하겠다고하면웃고넘어갈왜사람기분망치세요?네?뭘네?에요.답답하네.귓구멍막혔어요?나는너한테물은게아니라한거에요.이러면인사팀에하던가잘리고싶으면됐고이거나오늘까지끝내서짜증나게쳐다보지말고
3166,3166,협박 대화,나와있는그대로써내.기간은사흘이야.누가봐도당신잘못이야.난절대못써.보고도그말이어떻게.?우리딸한테무슨짓을한거야?아직아무짓도했어.시키는대로만하면순순히비겁한자식!너무사할것같아?무사하지않은쪽은내가아니라네딸이너털끝하나라도건드려봐!그러니내가시키는대로해.다시번말하지만기간은사흘이야.너가만안둘거야!
3167,3167,갈취 대화,야지냈냐?어.안녕오랜만이네야왠일이냐이번화가에다오고아그냥볼일이너요새돈좀손에뭐냐?아이건안돼엄마심부름이야야나이가몇인데심부름이야이건안된다고야빨리내놔맞기전에안돼
3168,3168,기타 괴롭힘 대화,이거사이즈업해줘.500원추가입니다.아니서비스로못해줘?저희가게방침이어서요.참무슨가게가죄송합니다.그렇지만추가금주셔야해요.단골을이렇게대해도돼?하지만제권한밖이라.응내가누군지알고하는말이지?점장님도와주세요.
3169,3169,직장 내 괴롭힘 대화,김사원오늘은밥혼자따로먹게.네.?저혼자따로요.?갑자기이시간에혼자가면받아주는식당없어요.그게내가알아야하는거야?혼자먹으라고하면같이밥먹으면밥맛떨어질거같으니까.네.그럼밥먹고밥먹은영수증끊어서회사에제출하면되는건가요?식비때문에요.진짜짠돌이네.그깟점심하나네주고뭘돈받고점심먹으려고그러냐?아니원래.점심밥제공이었잖아요.영수증제출한다고한건데.너돈그렇게아껴서어디다쓰냐?치장하는데?너그래서내딸결혼식에축의금냈어?5만원말고도따님께백화점상품권20만원설마그래서혼자밥먹으라고그러신거에요.?넌상품권하고축의금이같아?내가축의금여는데쪽팔려서앞으로도혼자먹고다녀.얘들아가자저도없는돈드린건데그런걸로당해야그니까돈모아서줄거면그냥축의금만내고가지그랬어.너밥도먹었잖아.아깝게
3170,3170,갈취 대화,돈좀빌려줘라내가돈이어딨어?그럼주머니에있는건종이냐이건회비라건드리면안되는데맞고줄래그냥줄래이건공금이라안된다고어허이자식이안되겠네별보고싶냐아니야여기.잘쓸게나중에갚으마!어떡해.
3171,3171,갈취 대화,어이형씨잠깐골목으로들어와누구시죠?됐고조용히따라오라니깐저한테용건있으신가요있는카드현금다내놔저보다싶이없어요보세요지금부터뒤져서나오면강냉이부터나간다가진이만원짜리가전부에요이거라도가져가세요핸드폰그것만은제발.
3172,3172,협박 대화,지금주소를보낼테니당장내가있는곳으로와.싫어.지금장난해?내가왜가뭐?오지않겠다고.?무슨일이일어날지나도장담못해헛소리하지말고전화끊을께나온다면나도어쩔수없어.!!!그럼너를가장아끼는애인을수밖에.뭐.?지금뭐라고했어?그렇게나온다면너의남자친구인김철수를죽일수밖에없다고!!왜하는건데.그건너가잘난참았다고그럼나도경찰에신고하겠어!!
3173,3173,직장 내 괴롭힘 대화,이따위로할거야?죄송합니다다냐?어떻게제가해서라도다른사람들한테는뭐라고할건데조금만시간을주시면.이사람진짜답답하네내가이래서뽑지말지니까죄송합니다죄송하다죄송하다되겠냐고?왜사람이그모양인데면목이없습니다
3174,3174,직장 내 괴롭힘 대화,김대리중요한거꺼지금?과장님지금배가고파아네.!1시간아니할꺼김대리가내밥좀사와제가해야하는게있어서요.!급한거아니잖아얼른가봐과장님.!나배고프니까빨리내밥사들고와.연어샐러드정도면좋겠어.넵!
3175,3175,갈취 대화,딸아빠50만원만빌려줘안돼나도돈말대꾸야아빠가주라면줘야지나도진짜얼마없다고너맞고싶냐안내놔?빌려가고갚은적도없잖아이번에는진짜로두배로돌려줄게안된다고하지또너네직장가서행패그러지마
3176,3176,협박 대화,쓰레기같은인생청산한다고생각해라네?무슨말씀이세요니장기는좋은곳에쓰일거야안돼요살려주세요안되길안돼상황파악이돼?왜그러세요시키는대로시키는것만하면살려줄거같았어?생각보다단순하네이쓰레기자식니가진짜미쳤구나애들아잡아라배갈라잠시만!나에게기회를한번만더줘미안해
3177,3177,직장 내 괴롭힘 대화,미자씨내가어제부탁한거어떡해됏어요과장님그거아직안되엇어요이직이요?반나절이면되는건데아직이라니요과장님저할일이너무많아요미자씨야근이라도해서끝내주세요해달라고하시면안되나요?이대리는따로할일이잇어요과장님맨날야근합니다지금뭐하시는겁니까.이러면인사고과에지장잇습니다네?그럼제가부장님한테
3178,3178,갈취 대화,어서오세요손님.5500원나왔습니다.지금금고빨리열어서가진돈예?손님이러시면안됩니다배에칼맞기싫으면빨리꺼내사장님이금고잘지키라고했는데.사장님이고뭐고너진짜칼맞기싫으면금고에든돈오늘매출이좋지않아서.안꺼내면진짜찌른다얼마나꺼낼까요.모조리다꺼내
3179,3179,갈취 대화,저기요아가씨잃으셨나요?누구세요저리가요손치워요돈내놔저돈없는데요어디서거짓말이야뒤지다나오면어쩔래아진짜왜평생감방에서썩고와당돌한근데어쩌냐나도겁없는인생인데아파알겠어요돈줄테니까제발가주세요.
3180,3180,기타 괴롭힘 대화,안녕하십니까무슨일로연락야넌내가우습냐?무슨말씀이신지고객님혹시저희쪽에서실수한거있으실까요?내가물건이아니잖아!?한번확인해드리겠습니다.고객님이주문하신맞으신데혹시교환필요하세요?뭐?내잘못이라는거냐?어이가없어서콜센터내가누군지짓껄여죄송합니다고객님고객님의실수이기때문에교환비지불하시면원하시는상품으로어이가없네?내가뭘잘못했다그래?거기전화만하는년이제대로확인한거맞아?고객님자꾸욕설하시면신고하겠습니다야기분도안좋은데잘걸렸다니년이첨부터똑바로설명을해줘야지내가안헷갈리거아냐?그래놓고내잘못이라고입을나불대?진짜
3181,3181,협박 대화,아저씨저담배하나만사다주세요아니학생담배는몸에안좋아아저씨가무슨상관이에요?부모라도돼?생각하고하는말이라그래아안사줄거면됐어요학생아진짜짜증나게어딜잡아요?꺼지라고학생그러면안돼안되긴뭐가안돼?아저씨가내인생살아줄거야?염병기분나쁘니까꺼지라고한대맞아야정신차릴거에요?학생나중에후회해그래서하는말이야그냥성자나셨네성자두번말안해안사줄꺼면꺼져
3182,3182,갈취 대화,거기너일로와봐저저요?그래찐따같은놈한번에못죄송합니다왜요?왜요?돈이나지갑을안들고왔어요.그럼학교에서버스어떻게타고왔어?빨리꺼내라진짜예요.돈그냥줄래맞고줄래?드릴게요.천원있어요.
3183,3183,협박 대화,해줘내가해달라니깐너일이잖아더잘하잖아해줘내가잘하더라도너일은너가해야지너그러면죽는수가있어빨리해줘알겠어.
3184,3184,갈취 대화,야니휴대폰줘봐아왜요?아이리주세요뭐하세요기다려봐박살을내버려야아니뭐하시는거에요너이자식풍경사진찍는다고찍어버리면어떻하냐?네?죄송한데그렇다고제휴대폰을내실필요는없잖아요정신적주셔야합니다.아니그런게어딨어요사진마음대로찍으래.빨리내놔.
3185,3185,직장 내 괴롭힘 대화,이대리아까상무님말하시는데표정이그게뭐야?봐도지적받아서나쁜티팍팍내더라.죄송합니다.오늘피곤해서정신이없었습니다.피곤?아이구어제여자친구랑뭘한거야?그런거차장님그런얘기는안해주셨으면좋겠습니다.아기분이나빴어?이대리가기분이나빴으면사과해야지.무릎이라도꿇을까?에휴요즘세상좋아졌다정말로.안해주셨으면좋겠습니다?에휴참.생각이짧았습니다.죄송합니다.왜?나한테도똑같이말해보지?해봐번.부장님아니에요제가실수했나봐요.이기분나쁘면안되는건데.내가아주잘못을했나봐!
3186,3186,직장 내 괴롭힘 대화,저기이거어떡게해야하나요?건들지말고꺼져요아니부장님께서누가손으로이상한사람이네야현과장자네미쳤나내가우스워아죄송합니다.일이많아서예민해가지고그래나도미안하네죄송합니다.신경쓰이니까저리꺼져요
3187,3187,기타 괴롭힘 대화,야체육복응?응응있지왜?나2교시에체육시간인데체육복없어서빌려주라아.나체육이라바로줘야해내가빌려준돌려줘어딨어?체육복?그거냄새나서버렸는데?어?말도없이왜버려.그럼너가깨끗한걸빌려주던가심하던데좀빨아입어너같으면땀냄새나는데더러워서입을수있냐?
3188,3188,직장 내 괴롭힘 대화,야이미친놈아이거하나똑바로못외워?김상병님제가일주일동안작업하고없었습니다이미친놈봐라안하고대네죄송합니다다시외워오겠습니다요즘이등병미처날뛰네야박일병!!!맞후임안하냐??군대거꾸로돌아가네죄송합니다김상병님.제가교육시키겠습니다한번좆돼봐야정신차리지아래로싹다20분준다넵.알겠습니다너는대가리가어떻게되먹은거냐개폐급이네진짜죄송합니다.면목없습니다.박일병님.
3189,3189,직장 내 괴롭힘 대화,야박대리.있는포차로오게.지금12시인데요.?지금강남역으로오라고요?그래번말하면못출발해도세시간은족히걸려요.그리고오늘제가저녁에술한잔차운전못할거야한잔쯤이야뭐.그거안걸려.최대한빨리지금가는건무리인거같습니다.차장님강남역쪽으로대리운전드릴까요?내차대리안맞겨.걔네가무슨짓할줄알고내가대리를맡기나.박대리니가해줘웃기지네.근데술만안마셨어도갈있는데오늘술을야음주단속걸려서벌금게아니면올인사평가에서내가점수를낮게주는게음주운전잘못하면저인생끝나요.못가요.그럼인사평가에서인생망해보던가.
3190,3190,갈취 대화,야너이거필통좋아보인다?어.?그거.부모님이주신거야.오부모님가져간다.아안돼.부모님이아시면.친구한테왜안돼?들키면너도혼날거야.이제는내가혼날거라고협박도하네?그래서나주는게싫다이거야?그런건아니고.그럼오늘부터이거내거다.네가잘해.아나정말큰일난단말이야.
3191,3191,갈취 대화,이번길동회사신제품이회사꺼랑같던데요?큰회사들끼리제품을경쟁하다보면충분히그럴수있다고생각합니다.근데서류들은어떻게해명하실건가요??길동회사에회사원가와판매가연구일지들복사본들이있는거죠?그건.지금회사는이런속내도모르고비상사태이니.원하는게무엇이죠?지금돈이너무궁하네요통장에딱있으면좋을것같은데지금당장6천을어디서구하란말입니까.제알빠가아니고요3시까지6천만원입금이안돼있으면이증거들제손을떠날겁니다.알겠습니다.
3192,3192,기타 괴롭힘 대화,우리아직어린데애기안고영화보면저1명몫만영화값내면되죠?안녕하세요.고객님!육아카드와같이아기개월수를확인수있는게있어야합니다.아니그런걸누가매번들고다녀요.오늘깜빡하고안가져왔어요.고객님정말나이안되면아기는어린이용티겟을구매해주셔야합니다.아니알바생이어려서뭘좀모르네.유도리있게해야지.딱봐도어리잖아.누가봐도애기인데그냥좀해주면안되나?이렇게일머리가없어서야원고객님죄송하지만내부규정에따라어쩔수없습니다.불편하시겠지만양해.아해달라고!!!뭔말이많아죄송하지만어렵습니다.어린이요금추가해서2명계산해드릴까요?하진짜말귀못알아먹네.답답해서진짜.점장나오라해!!!너내가오늘가만안둬.지금영화시간너때문에!!!!.점장님불러드리겠습니다.
3193,3193,협박 대화,야!너네또뛰었지!!!저희집이거너네잖아!!!!저희지금막외출하고들어왔어요진짜죽여버린다!!!더이상조용히살어!!!이럴거면주택에엄마랑니네내다죽여버릴거야!!!너뭐라고니가한말다녹음해놨어!!니그래보자!!!
3194,3194,갈취 대화,엄마이거내가써도되는거지?철수야.그거엄마병원빈데.엄마어디아파?그냥약먹으면되잖아.약이병원좀다녀오려는데.돈이급한거니?아몰라.나애들이랑놀러가야되는데그냥내가오늘가야하는거니?다음으로미루거나.엄마가나한테해준게뭐가있다고놀러가는것까지못가게해?진짜짜증나네.그치만정말아파서그러는데.엄마가아픈거랑상관이라고병원은알아서좀가.돈이이것밖에없어?아직.엄마가여유가없어서그래.몰라.이돈내가쓸거니까그렇게알아.나
3195,3195,기타 괴롭힘 대화,너어제봤다?그게뭐그다전남친이야나랑무슨상관이야내가다친구라도돼?야맞을래?걍기분나쁘니까만나지말라고싫어!야너부모님없더라?너가어떻게.너그계속만나면반에그거다퍼뜨릴거야그리고너맘에안드니까참교육좀받아야겠다.내일학교공터로와라안오면알지?
3196,3196,협박 대화,아니끼어든것은아저씨잖아요.참나눈을운전하셨나?감기는.좌회전을하면어떻게해요?여기는그그렇게들다녔어.왜그러는데?아나아니그려진표시는폼이예요?폼?아니이말이면다인줄알아?됐고요경찰에신고하고법대로.좋다.법대로근데내가누군지나알아?뭐지?그게무슨말이예요?여기시의원이야시의원.알기나알아?정돈내맘대로죽일수도있어아그래서내가길이다.웃기시네.웃겨?웃긴다고?
3197,3197,기타 괴롭힘 대화,죄송하지만조용히해주시겠어요?왜요?제가잠을좀자려는데시끄러워서요.하하하여보세요!발로그만차세요.안했어요?무슨소리에요?발로차놓고서안했다고하나요?여기있어요!그래?있으면공공장소에서통화하셔야죠.30분떠들면어떻게내가내입갖고말하는데네가보태준거죽을래?
3198,3198,협박 대화,야머하냐?학원가려고.돈좀있냐?없어.니가머가없어니손에든건머냐??내밥이야.돈이없으면니밥이라도줘야지너나랑약속한거잊었어?안주면죽기로했잖아.싫어.머싫어?이게죽고싶나아너죽는거못봤구나내가못봤을너를위해약을가져왔어한번먹어봐죽기싫어.하지말아줘.
3199,3199,협박 대화,야새끼야나한테사기치냐이게그래미쳤다임마너이칼로죽고싶어!당장찔러줘?이게진짜로미쳤냐왜정신나간인간은동물이지동물한테는무기가최고지야내가그러니그냥조용히갈게난이칼을순간그냥은못넘어가어차피네가신고할게뻔하지미안하다목숨만은
3200,3200,기타 괴롭힘 대화,너는왜살안빼?뭐?왜뚱뚱하게살아?내마음이지.부끄럽지도않아?다니는게?그만해.진짜이해가안돼서그래.걸어다닐수는있어?왜이러는거야.제발그만좀해.나같으면창피해서못돌아다녀.은지야제발.
3201,3201,갈취 대화,어머니땅문서어딨어요??그땅은안되는게어딨어요땅문서어딨냐니까요니네돌아가시면서남겨준거야절대안돼아니어머니죽은사람이소용이에요정신차려라산사람먼저살아야죠!돌아온답니까어딨어요제발정신차려라이자식아얼마나정신을차리겟니제가저좋자고것같아요?어딨어요!!!!제발정신차려라아이고여깄네믿고계세요
3202,3202,협박 대화,너니자식살리고그러면빨리널보낸인간.말못해.그래그렇다면야.이제부터게임시작이다.으아아아악!!!윽.!으그만둬!!!!!왜?내가너새끼잡아둘때부터각오했던거아니야?아직꺾을205개나천천히생각해봐.너가나랑자식을죽여도넌그래.그럼그사이재미좀보다죽지뭐.팔꿈치살밖으로튀어나왔네.아프겠다야.그만둬!!!!!!말할게되잖아!날보낸사람은.!
3203,3203,갈취 대화,어이잠시만왜요.형인것처럼하고조용히따라와.왜이러세요.싶어?내호주머니에칼있어.얼마있어100원에한대씩이야.돈없어요.아뒤져서나오면죽어알았지
3204,3204,협박 대화,이사장일이렇게나가만있을수없어.죄송합니다.이사장딸둘있다며?딸바보라며네.딸은왜니가그러면소중한와이프딸도무사할같아?가족얘기는하지말아주십시요.그럼이사장이잘하면되잖아.너희가족학교어딜다니고끝나고어딜가는지동선다파악시켜놨어.제발가족은건들지말아주십시요.
3205,3205,갈취 대화,나오늘친구생일이야그런데?친구생일인데내가돈이없어돈이없어서?돈이없어서좀달라고5만원만내가너봉이야?이번만좀내놔됐어니가언제갚았다고니다불어버린다알겠어줄게
3206,3206,기타 괴롭힘 대화,오엄청섹시하네.남자친구있어요?네결혼했어요결혼했어도뭐같이놀죠아니유부녀라고요.건들지마세요에이말고놀자아진짜싫다고아줌마가왜이래꺼져양아치야괜찮지?경찰서에그만해
3207,3207,직장 내 괴롭힘 대화,오늘회식잇는데안나올사람없죠?알겟습니다.다들커피사왓는데제껀없나요?회식도안나오는데내가구지씨껄사와야대?너무하시네요자자맛잇게드시고회식은맛잇게먹읍시다.
3208,3208,직장 내 괴롭힘 대화,김과장이번일은자네가책임지고해결하게.부장님.하지만일은부장님께서그렇게지시하시지무슨소리인가자네.난일지시한적자네아닌가?그게아무래도이건.제가잘못했다고생각되지않습니다.어디서꼬박꼬박말대꾸인가!제발부탁드립니다.과장자네곧셋째가태어난다고하지않았나?아이들빠듯할텐데.일잃으면어쩌려고내게큰소리치나.자네같은사원하나일도아니야.부장님.알겠습니다.제가처리하겠습니다.이제서야말을알아듣는군.똑바로하게.이번한번은다음에이러면일잃은거로는끝나지않을것이야.자네가족들도다치겠지.제발가족만은.!뭐든지다하겠습니다.용서해주십시오.
3209,3209,협박 대화,지민이애초에너희어울리지않아.그건지민이랑제가판단하는겁니다.이상황에서계속그렇게나올수있을까네가?.없었던사람처럼사라져준다면이쯤에서멈추겠다.또한물심양면최대한도와주도록하지.마지막으로묻겠네.그럴수없습니다.그게될수도있을걸세.자네가결과는같아.설마이게장난감으로보이는건아닐테지?셋을세겠네..살려주십시오.
3210,3210,협박 대화,야어디야나집이지어디긴어디야지랄하지마너있지아또왜그래.집이라니까?입만구라네다리몽둥이를부러트려놔야집에붙어있지니가.나진짜영상통화너진짜다른남자만나면오빠칼들고찾아가서너랑그남자다쑤셔버릴거야.다죽여버리고그냥감방들어갈거야.무섭게말하지마.내가잘할게너행동에달려있는거다.이게다오빠가너사랑해서그런거알지?알겠어.
3211,3211,직장 내 괴롭힘 대화,넌생각을하고일하는죄송합니다.맨날말만그러고매번이꼬라지지.죄송합니다.닥쳐.죄송하다는말도지겹다.죄송합니다.죄송하면사직을하던가.다시는실수하지않겠습니다.니가이들어온게실수야.앞으로열심히하겠습니다.아우이것도자식이라고니엄마는너낳고미역국먹고산후조리했지?
3212,3212,협박 대화,죽고싶냐누구세요알필요없어왜이러세요지금내기분이몹시안좋아서누구하나내고싶어재수없게걸렸다생각해맙소사그런말도안되는이유로.말이되니나오지헛소리신고할거에요신고하기니가죽을걸저리비켜요죽을목숨이말이
3213,3213,협박 대화,니가소문냈냐?무슨소문?우리집풍비박산났다고나아닌데?이미알사람은다알지않아?나너한테밖에말안했는데지수가헤어지자고하더라?아그래?근데나는아닌데어떡하냐헤어져서?지수좋아하고있었던거내가몰랐을거같냐?그렇긴내가설마너랑헤어지라고이때다기회다싶어서말했겠냐?지수가너라는데?나지금돌아서눈에뵈는게없어내가너랑지수랑잘되는꼴볼그냥죽고너도죽는거야이새끼야야야칼은내려놔라무슨짓이야왜이제와겁나나보지?미안하다그건내리고
3214,3214,직장 내 괴롭힘 대화,김과장이리나와.회사일이우습나?아니요.여기가안이지그럼밖인가?으음.똑바로안보나?사람이말을하면상식아닌가?알겠습니다.어디서꼬라봐?죄송합니다.
3215,3215,기타 괴롭힘 대화,쟤는불행하겠다아침에눈뜨면거울못볼듯거울만안시력좋아지겠다너무심한거엥난사실만말한건데?좀순화해서말해줬더니자기주제를모르네?아니그래도이건좀심한것같아서그만해그만하라고하면어쩔건데웩후토나올뻔한거참았다5초눈마주치지마
3216,3216,기타 괴롭힘 대화,되게예쁘네시간많나?아니요왜이렇게팅겨왜이러세요이거놓으세요!이싸가지없는같이놀자고하면좀놀자고놀기싫어요왜이러세요!생긴거는룸쌀에서몸팔게생겨놓고는그냥외로우니깐같이놀자고좀!!아파요!놓으세요!!제발요!비싼척하고자빠졌네너는니네오라고해도이렇게하냐안와?!좀이거놓으세요!!살려주세요!
3217,3217,기타 괴롭힘 대화,야핫스팟켜봐나데이터없는데.지금그럼카톡어떻게보내고있는데아.지금게임해야되는데데이터.야아니그게아니라.나도지금50메가도안남아서그건키라고좀.
3218,3218,직장 내 괴롭힘 대화,정과장님왜?아니라저부모님이아프신데간호할사람이저밖에없어서휴가를써야할것같습니다.부모님이아프시면쓰면되지않나.그래서옆에있어야조금이라도도움이될것같아서그렇습니다.내가누누이경고했지회사로가져오지말라고.집안일이긴하지만부모님일인데어떻게일이라도잘하면몰라봐.안시켜도딱딱자기할일하잖아.하사원은빠질궁리만있지?죄송합니다.열심히더열심히오늘일은못들은걸로하겠네.
3219,3219,기타 괴롭힘 대화,이야우리기범이얼마나컸는지한번볼까?뭘?그거지아니여길왜.그냥한번보자고아에바야.빨리손안치우냐?나한테왜그래뒤지고깔래그냥진짜하지마.
3220,3220,갈취 대화,저기인스타해킹당하셨죠?그니까왜모르는링크를눌러요.혹시제인스타계정해킹한사람누군지알수있는건가요?제사진이많이있어서.그렇게눈치가없으니까해킹단도직입적으로말할게요.인스타계정돌려받고싶으면돈줘요얼마까지생각하시는데요.?제인스타계정인데돈내고가져가야해요.?9만명이니.450만원에넘길게요.계정싶으면돈내셔야지.내가원래줘도되는계정인데.450은너무심해요.조금만생각없으신가요?이거인스타계정폭파시킬까요?구만명이면한달에450넘게버시겠구만.당장의돈이아까워서.포기한다니.450만원드리면바로계정넘겨주실건가요?그계정으로이상한짓하면안돼요.사업용계정이라.이상한짓해.당연하지450만원만주면바로넘겨줄게그니까구해오는게좋을거야.내일중으로보내드리도록할게요.계정만지지마시고돌려주세요.
3221,3221,협박 대화,죽고싶어?!너왜자꾸내신경거슬리게해자꾸무섭게왜그래아니좋게좋게갈수있는일을당신이크게만들었잖아일단그칼알겠어는무슨알겠어야사람화나게여보정말술만마시면왜이래내가술때문에이러는줄알아?당신이자꾸신경거슬리게하잖아하내가미안해그만하자정말맞아야정신차리겠구나
3222,3222,협박 대화,이게누구게봐라봐라니동생이쁘게생겼더라?제동생은빼고얘기하시죠못볼수도있는데?무슨말씀이시죠내가대해서잘아는데말야맡아도쓰러지는독도협박하시는건가요뭐라카노사람을뭘로어제니동생이내가뒤에서발소리만내도소스라치게놀라긴하더라동생이나니나나를우째보노얘기하시죠
3223,3223,기타 괴롭힘 대화,으냄새나나?너지누구냐갑자기왜그러는데냄새나니까그러지좀저리떨어져그냥길이었잖아꺼지라고냄새나는놈아그냥지나갈수있잖아코가썩겠는데어떻게그러냐너냄새난다고다소문내야겠다그러는이유가뭔데사람들코가썩을까봐.아토나오려한다
3224,3224,직장 내 괴롭힘 대화,아오진짜김대리일을안해?죄송합니다됐어니가승진을못하는거야제대로안굴러가니까대가리는말이심하신거아닙니까니가해놓은건심하고?얼마나피해를입었는지아냐?죄송합니다.생긴맘에못하게맹하게생겨서는쯔쯔김대리그냥사과하고끝내다제잘못입니다죄송합니다다시는안그러겠습니다.제발꼴도보기싫으니까
3225,3225,직장 내 괴롭힘 대화,김대리내일까지보고서작성해내일은그래서?지금상황인데주말?죄송합니다나도나와서일하네그렇지만친구결혼식이라서요그럼보고서를오늘까지내던지그건어렵습니다회사가먼저니까무조건해알겠습니다가봐
3226,3226,직장 내 괴롭힘 대화,아니일을그따위로밖에못해안대로일처리안할거야!죄송합니다.부장님능력이없으면일을하질말던가저런놈한테월급이나세상참안대리하는게하루이틀인가요?진정하세요저걸진짜자를수도
3227,3227,협박 대화,뭐하자는거야?죄송합니다너네엄마도이러고거아시니?정말죄송합니다다시얼굴못들고다니게수도알고있지?네알고있습니다.죄송합니다다음에또그러면널진짜죽일수도있어네
3228,3228,갈취 대화,야너이리좀와봐저요?그래거기너밖에더있어?우리가지금배가너무고픈데밥사먹을돈이없어서그래서요.?있는돈좀빌려달라고안돼요저도돈없어요확!맞고줄래그냥줄래?왜이러세요.
3229,3229,협박 대화,물건은어디있지?여기있습니다.어.?가져왔는데.!가져왔어요?헛소리하지마어딜또빠져나가려고진짜에요정말잘못했어요준비못하면두당이빨하나씩분명히말했을텐데아제발요안돼요이빨이싫으면뭐다른걸로할까.?어디보자이눈알한짝으로할까시간을더주세요그뒤로는시키는대로시키는대로?내놓을준비는되었나예예하겠습니다
3230,3230,협박 대화,유진아언니야언니안녕하세요옆에서봐줄때잘해라죽도록싫으면하지느지모르겠어요만나서대화로풀어요학교에가서개처럼맞자학교생활도얼굴을칼로잘못을했는데폭언을하세요잘못이없어?니가선배님들주머니에손넣는거폰만지는거다리꼬는거이래도니가잘못이없어자꾸협박하시만저도참지않고
3231,3231,협박 대화,거기누구에요!!!!뭐야!!!!조용히해.왜그러세요?.내가다봤냐?아.아닙니다아무것도나는너의얼굴을안다.끝이다.정말조용히하고살게요.절대말안하겠습니다.한번믿어보지.네감사합니다.마지막으로명심해목숨은나에게네무덤까지끌고갈게요
